shortcut	category	emojiCheatSheetFile	githubFile	unicodeChars	unicodeSampleFile	unicodeCldr	subcategory	aliasShortcuts	browserTypes
+1	custom	thumbsup.png	unicode/1f44d.png?v8	U+1F44D	 	 	github	thumbsup	 
-1	custom	thumbsdown.png	unicode/1f44e.png?v8	U+1F44E	 	 	github	thumbsdown	 
100	custom	100.png	unicode/1f4af.png?v8	U+1F4AF	 	 	github	 	 
1234	custom	1234.png	unicode/1f522.png?v8	U+1F522	 	 	github	 	 
1st_place_medal	custom	 	unicode/1f947.png?v8	U+1F947	 	 	github	 	 
2nd_place_medal	custom	 	unicode/1f948.png?v8	U+1F948	 	 	github	 	 
3rd_place_medal	custom	 	unicode/1f949.png?v8	U+1F949	 	 	github	 	 
8ball	custom	8ball.png	unicode/1f3b1.png?v8	U+1F3B1	 	 	github	 	 
a	custom	a.png	unicode/1f170.png?v8	U+1F170	 	 	github	 	 
ab	custom	ab.png	unicode/1f18e.png?v8	U+1F18E	 	 	github	 	 
abacus	custom	 	unicode/1f9ee.png?v8	U+1F9EE	 	 	github	 	 
abc	custom	abc.png	unicode/1f524.png?v8	U+1F524	 	 	github	 	 
abcd	custom	abcd.png	unicode/1f521.png?v8	U+1F521	 	 	github	 	 
accept	custom	accept.png	unicode/1f251.png?v8	U+1F251	 	 	github	 	 
accessibility	custom	 	accessibility.png?v8	 	 	 	github	 	 
accordion	custom	 	unicode/1fa97.png?v8	U+1FA97	 	 	github	 	 
adhesive_bandage	custom	 	unicode/1fa79.png?v8	U+1FA79	 	 	github	 	 
adult	custom	 	unicode/1f9d1.png?v8	U+1F9D1	 	 	github	 	 
aerial_tramway	custom	aerial_tramway.png	unicode/1f6a1.png?v8	U+1F6A1	 	 	github	 	 
afghanistan	custom	 	unicode/1f1e6-1f1eb.png?v8	U+1F1E6 U+1F1EB	 	 	github	 	 
airplane	custom	airplane.png	unicode/2708.png?v8	U+2708	 	 	github	 	 
aland_islands	custom	 	unicode/1f1e6-1f1fd.png?v8	U+1F1E6 U+1F1FD	 	 	github	 	 
alarm_clock	custom	alarm_clock.png	unicode/23f0.png?v8	U+23F0	 	 	github	 	 
albania	custom	 	unicode/1f1e6-1f1f1.png?v8	U+1F1E6 U+1F1F1	 	 	github	 	 
alembic	custom	 	unicode/2697.png?v8	U+2697	 	 	github	 	 
algeria	custom	 	unicode/1f1e9-1f1ff.png?v8	U+1F1E9 U+1F1FF	 	 	github	 	 
alien	custom	alien.png	unicode/1f47d.png?v8	U+1F47D	 	 	github	 	 
all_the_things	custom	all_the_things.png	 	 	 	 	emoji-cheatsheet	 	 
ambulance	custom	ambulance.png	unicode/1f691.png?v8	U+1F691	 	 	github	 	 
american_samoa	custom	 	unicode/1f1e6-1f1f8.png?v8	U+1F1E6 U+1F1F8	 	 	github	 	 
amphora	custom	 	unicode/1f3fa.png?v8	U+1F3FA	 	 	github	 	 
anatomical_heart	custom	 	unicode/1fac0.png?v8	U+1FAC0	 	 	github	 	 
anchor	custom	anchor.png	unicode/2693.png?v8	U+2693	 	 	github	 	 
andorra	custom	 	unicode/1f1e6-1f1e9.png?v8	U+1F1E6 U+1F1E9	 	 	github	 	 
angel	custom	angel.png	unicode/1f47c.png?v8	U+1F47C	 	 	github	 	 
anger	custom	anger.png	unicode/1f4a2.png?v8	U+1F4A2	 	 	github	 	 
angola	custom	 	unicode/1f1e6-1f1f4.png?v8	U+1F1E6 U+1F1F4	 	 	github	 	 
angry	custom	angry.png	unicode/1f620.png?v8	U+1F620	 	 	github	 	 
anguilla	custom	 	unicode/1f1e6-1f1ee.png?v8	U+1F1E6 U+1F1EE	 	 	github	 	 
anguished	custom	anguished.png	unicode/1f627.png?v8	U+1F627	 	 	github	 	 
ant	custom	ant.png	unicode/1f41c.png?v8	U+1F41C	 	 	github	 	 
antarctica	custom	 	unicode/1f1e6-1f1f6.png?v8	U+1F1E6 U+1F1F6	 	 	github	 	 
antigua_barbuda	custom	 	unicode/1f1e6-1f1ec.png?v8	U+1F1E6 U+1F1EC	 	 	github	 	 
apple	custom	apple.png	unicode/1f34e.png?v8	U+1F34E	 	 	github	 	 
aquarius	custom	aquarius.png	unicode/2652.png?v8	U+2652	 	 	github	 	 
argentina	custom	 	unicode/1f1e6-1f1f7.png?v8	U+1F1E6 U+1F1F7	 	 	github	 	 
aries	custom	aries.png	unicode/2648.png?v8	U+2648	 	 	github	 	 
armenia	custom	 	unicode/1f1e6-1f1f2.png?v8	U+1F1E6 U+1F1F2	 	 	github	 	 
arrow_backward	custom	arrow_backward.png	unicode/25c0.png?v8	U+25C0	 	 	github	 	 
arrow_double_down	custom	arrow_double_down.png	unicode/23ec.png?v8	U+23EC	 	 	github	 	 
arrow_double_up	custom	arrow_double_up.png	unicode/23eb.png?v8	U+23EB	 	 	github	 	 
arrow_down	custom	arrow_down.png	unicode/2b07.png?v8	U+2B07	 	 	github	 	 
arrow_down_small	custom	arrow_down_small.png	unicode/1f53d.png?v8	U+1F53D	 	 	github	 	 
arrow_forward	custom	arrow_forward.png	unicode/25b6.png?v8	U+25B6	 	 	github	 	 
arrow_heading_down	custom	arrow_heading_down.png	unicode/2935.png?v8	U+2935	 	 	github	 	 
arrow_heading_up	custom	arrow_heading_up.png	unicode/2934.png?v8	U+2934	 	 	github	 	 
arrow_left	custom	arrow_left.png	unicode/2b05.png?v8	U+2B05	 	 	github	 	 
arrow_lower_left	custom	arrow_lower_left.png	unicode/2199.png?v8	U+2199	 	 	github	 	 
arrow_lower_right	custom	arrow_lower_right.png	unicode/2198.png?v8	U+2198	 	 	github	 	 
arrow_right	custom	arrow_right.png	unicode/27a1.png?v8	U+27A1	 	 	github	 	 
arrow_right_hook	custom	arrow_right_hook.png	unicode/21aa.png?v8	U+21AA	 	 	github	 	 
arrow_up	custom	arrow_up.png	unicode/2b06.png?v8	U+2B06	 	 	github	 	 
arrow_up_down	custom	arrow_up_down.png	unicode/2195.png?v8	U+2195	 	 	github	 	 
arrow_up_small	custom	arrow_up_small.png	unicode/1f53c.png?v8	U+1F53C	 	 	github	 	 
arrow_upper_left	custom	arrow_upper_left.png	unicode/2196.png?v8	U+2196	 	 	github	 	 
arrow_upper_right	custom	arrow_upper_right.png	unicode/2197.png?v8	U+2197	 	 	github	 	 
arrows_clockwise	custom	arrows_clockwise.png	unicode/1f503.png?v8	U+1F503	 	 	github	 	 
arrows_counterclockwise	custom	arrows_counterclockwise.png	unicode/1f504.png?v8	U+1F504	 	 	github	 	 
art	custom	art.png	unicode/1f3a8.png?v8	U+1F3A8	 	 	github	 	 
articulated_lorry	custom	articulated_lorry.png	unicode/1f69b.png?v8	U+1F69B	 	 	github	 	 
artificial_satellite	custom	 	unicode/1f6f0.png?v8	U+1F6F0	 	 	github	 	 
artist	custom	 	unicode/1f9d1-1f3a8.png?v8	U+1F9D1 U+1F3A8	 	 	github	 	 
aruba	custom	 	unicode/1f1e6-1f1fc.png?v8	U+1F1E6 U+1F1FC	 	 	github	 	 
ascension_island	custom	 	unicode/1f1e6-1f1e8.png?v8	U+1F1E6 U+1F1E8	 	 	github	 	 
asterisk	custom	 	unicode/002a-20e3.png?v8	U+002A U+20E3	 	 	github	 	 
astonished	custom	astonished.png	unicode/1f632.png?v8	U+1F632	 	 	github	 	 
astronaut	custom	 	unicode/1f9d1-1f680.png?v8	U+1F9D1 U+1F680	 	 	github	 	 
athletic_shoe	custom	 	unicode/1f45f.png?v8	U+1F45F	 	 	github	 	 
atm	custom	atm.png	unicode/1f3e7.png?v8	U+1F3E7	 	 	github	 	 
atom	custom	 	atom.png?v8	 	 	 	github	 	 
atom_symbol	custom	 	unicode/269b.png?v8	U+269B	 	 	github	 	 
australia	custom	 	unicode/1f1e6-1f1fa.png?v8	U+1F1E6 U+1F1FA	 	 	github	 	 
austria	custom	 	unicode/1f1e6-1f1f9.png?v8	U+1F1E6 U+1F1F9	 	 	github	 	 
auto_rickshaw	custom	 	unicode/1f6fa.png?v8	U+1F6FA	 	 	github	 	 
avocado	custom	 	unicode/1f951.png?v8	U+1F951	 	 	github	 	 
axe	custom	 	unicode/1fa93.png?v8	U+1FA93	 	 	github	 	 
azerbaijan	custom	 	unicode/1f1e6-1f1ff.png?v8	U+1F1E6 U+1F1FF	 	 	github	 	 
b	custom	b.png	unicode/1f171.png?v8	U+1F171	 	 	github	 	 
baby	custom	baby.png	unicode/1f476.png?v8	U+1F476	 	 	github	 	 
baby_bottle	custom	baby_bottle.png	unicode/1f37c.png?v8	U+1F37C	 	 	github	 	 
baby_chick	custom	baby_chick.png	unicode/1f424.png?v8	U+1F424	 	 	github	 	 
baby_symbol	custom	baby_symbol.png	unicode/1f6bc.png?v8	U+1F6BC	 	 	github	 	 
back	custom	back.png	unicode/1f519.png?v8	U+1F519	 	 	github	 	 
bacon	custom	 	unicode/1f953.png?v8	U+1F953	 	 	github	 	 
badger	custom	 	unicode/1f9a1.png?v8	U+1F9A1	 	 	github	 	 
badminton	custom	 	unicode/1f3f8.png?v8	U+1F3F8	 	 	github	 	 
bagel	custom	 	unicode/1f96f.png?v8	U+1F96F	 	 	github	 	 
baggage_claim	custom	baggage_claim.png	unicode/1f6c4.png?v8	U+1F6C4	 	 	github	 	 
baguette_bread	custom	 	unicode/1f956.png?v8	U+1F956	 	 	github	 	 
bahamas	custom	 	unicode/1f1e7-1f1f8.png?v8	U+1F1E7 U+1F1F8	 	 	github	 	 
bahrain	custom	 	unicode/1f1e7-1f1ed.png?v8	U+1F1E7 U+1F1ED	 	 	github	 	 
balance_scale	custom	 	unicode/2696.png?v8	U+2696	 	 	github	 	 
bald_man	custom	 	unicode/1f468-1f9b2.png?v8	U+1F468 U+1F9B2	 	 	github	 	 
bald_woman	custom	 	unicode/1f469-1f9b2.png?v8	U+1F469 U+1F9B2	 	 	github	 	 
ballet_shoes	custom	 	unicode/1fa70.png?v8	U+1FA70	 	 	github	 	 
balloon	custom	balloon.png	unicode/1f388.png?v8	U+1F388	 	 	github	 	 
ballot_box	custom	 	unicode/1f5f3.png?v8	U+1F5F3	 	 	github	 	 
ballot_box_with_check	custom	ballot_box_with_check.png	unicode/2611.png?v8	U+2611	 	 	github	 	 
bamboo	custom	bamboo.png	unicode/1f38d.png?v8	U+1F38D	 	 	github	 	 
banana	custom	banana.png	unicode/1f34c.png?v8	U+1F34C	 	 	github	 	 
bangbang	custom	bangbang.png	unicode/203c.png?v8	U+203C	 	 	github	 	 
bangladesh	custom	 	unicode/1f1e7-1f1e9.png?v8	U+1F1E7 U+1F1E9	 	 	github	 	 
banjo	custom	 	unicode/1fa95.png?v8	U+1FA95	 	 	github	 	 
bank	custom	bank.png	unicode/1f3e6.png?v8	U+1F3E6	 	 	github	 	 
bar_chart	custom	bar_chart.png	unicode/1f4ca.png?v8	U+1F4CA	 	 	github	 	 
barbados	custom	 	unicode/1f1e7-1f1e7.png?v8	U+1F1E7 U+1F1E7	 	 	github	 	 
barber	custom	barber.png	unicode/1f488.png?v8	U+1F488	 	 	github	 	 
baseball	custom	baseball.png	unicode/26be.png?v8	U+26BE	 	 	github	 	 
basecamp	custom	 	basecamp.png?v8	 	 	 	github	 	 
basecampy	custom	 	basecampy.png?v8	 	 	 	github	 	 
basket	custom	 	unicode/1f9fa.png?v8	U+1F9FA	 	 	github	 	 
basketball	custom	basketball.png	unicode/1f3c0.png?v8	U+1F3C0	 	 	github	 	 
basketball_man	custom	 	unicode/26f9-2642.png?v8	U+26F9 U+2642	 	 	github	bouncing_ball_man	 
basketball_woman	custom	 	unicode/26f9-2640.png?v8	U+26F9 U+2640	 	 	github	bouncing_ball_woman	 
bat	custom	 	unicode/1f987.png?v8	U+1F987	 	 	github	 	 
bath	custom	bath.png	unicode/1f6c0.png?v8	U+1F6C0	 	 	github	 	 
bathtub	custom	bathtub.png	unicode/1f6c1.png?v8	U+1F6C1	 	 	github	 	 
battery	custom	battery.png	unicode/1f50b.png?v8	U+1F50B	 	 	github	 	 
beach_umbrella	custom	 	unicode/1f3d6.png?v8	U+1F3D6	 	 	github	 	 
bear	custom	bear.png	unicode/1f43b.png?v8	U+1F43B	 	 	github	 	 
bearded_person	custom	 	unicode/1f9d4.png?v8	U+1F9D4	 	 	github	 	 
beaver	custom	 	unicode/1f9ab.png?v8	U+1F9AB	 	 	github	 	 
bed	custom	 	unicode/1f6cf.png?v8	U+1F6CF	 	 	github	 	 
bee	custom	honeybee.png	unicode/1f41d.png?v8	U+1F41D	 	 	github	honeybee	 
beer	custom	beer.png	unicode/1f37a.png?v8	U+1F37A	 	 	github	 	 
beers	custom	beers.png	unicode/1f37b.png?v8	U+1F37B	 	 	github	 	 
beetle	custom	beetle.png	unicode/1fab2.png?v8	U+1FAB2	 	 	github	 	 
beginner	custom	beginner.png	unicode/1f530.png?v8	U+1F530	 	 	github	 	 
belarus	custom	 	unicode/1f1e7-1f1fe.png?v8	U+1F1E7 U+1F1FE	 	 	github	 	 
belgium	custom	 	unicode/1f1e7-1f1ea.png?v8	U+1F1E7 U+1F1EA	 	 	github	 	 
belize	custom	 	unicode/1f1e7-1f1ff.png?v8	U+1F1E7 U+1F1FF	 	 	github	 	 
bell	custom	bell.png	unicode/1f514.png?v8	U+1F514	 	 	github	 	 
bell_pepper	custom	 	unicode/1fad1.png?v8	U+1FAD1	 	 	github	 	 
bellhop_bell	custom	 	unicode/1f6ce.png?v8	U+1F6CE	 	 	github	 	 
benin	custom	 	unicode/1f1e7-1f1ef.png?v8	U+1F1E7 U+1F1EF	 	 	github	 	 
bento	custom	bento.png	unicode/1f371.png?v8	U+1F371	 	 	github	 	 
bermuda	custom	 	unicode/1f1e7-1f1f2.png?v8	U+1F1E7 U+1F1F2	 	 	github	 	 
beverage_box	custom	 	unicode/1f9c3.png?v8	U+1F9C3	 	 	github	 	 
bhutan	custom	 	unicode/1f1e7-1f1f9.png?v8	U+1F1E7 U+1F1F9	 	 	github	 	 
bicyclist	custom	bicyclist.png	unicode/1f6b4.png?v8	U+1F6B4	 	 	github	 	 
bike	custom	bike.png	unicode/1f6b2.png?v8	U+1F6B2	 	 	github	 	 
biking_man	custom	 	unicode/1f6b4-2642.png?v8	U+1F6B4 U+2642	 	 	github	 	 
biking_woman	custom	 	unicode/1f6b4-2640.png?v8	U+1F6B4 U+2640	 	 	github	 	 
bikini	custom	bikini.png	unicode/1f459.png?v8	U+1F459	 	 	github	 	 
billed_cap	custom	 	unicode/1f9e2.png?v8	U+1F9E2	 	 	github	 	 
biohazard	custom	 	unicode/2623.png?v8	U+2623	 	 	github	 	 
bird	custom	bird.png	unicode/1f426.png?v8	U+1F426	 	 	github	 	 
birthday	custom	birthday.png	unicode/1f382.png?v8	U+1F382	 	 	github	 	 
bison	custom	 	unicode/1f9ac.png?v8	U+1F9AC	 	 	github	 	 
black_cat	custom	 	unicode/1f408-2b1b.png?v8	U+1F408 U+2B1B	 	 	github	 	 
black_circle	custom	black_circle.png	unicode/26ab.png?v8	U+26AB	 	 	github	 	 
black_flag	custom	 	unicode/1f3f4.png?v8	U+1F3F4	 	 	github	 	 
black_heart	custom	 	unicode/1f5a4.png?v8	U+1F5A4	 	 	github	 	 
black_joker	custom	black_joker.png	unicode/1f0cf.png?v8	U+1F0CF	 	 	github	 	 
black_large_square	custom	black_large_square.png	unicode/2b1b.png?v8	U+2B1B	 	 	github	 	 
black_medium_small_square	custom	black_medium_small_square.png	unicode/25fe.png?v8	U+25FE	 	 	github	 	 
black_medium_square	custom	black_medium_square.png	unicode/25fc.png?v8	U+25FC	 	 	github	 	 
black_nib	custom	black_nib.png	unicode/2712.png?v8	U+2712	 	 	github	 	 
black_small_square	custom	black_small_square.png	unicode/25aa.png?v8	U+25AA	 	 	github	 	 
black_square	custom	black_square.png	 	 	 	 	emoji-cheatsheet	 	 
black_square_button	custom	black_square_button.png	unicode/1f532.png?v8	U+1F532	 	 	github	 	 
blond_haired_man	custom	 	unicode/1f471-2642.png?v8	U+1F471 U+2642	 	 	github	 	 
blond_haired_person	custom	 	unicode/1f471.png?v8	U+1F471	 	 	github	 	 
blond_haired_woman	custom	 	unicode/1f471-2640.png?v8	U+1F471 U+2640	 	 	github	blonde_woman	 
blonde_woman	custom	 	unicode/1f471-2640.png?v8	U+1F471 U+2640	 	 	github	blond_haired_woman	 
blossom	custom	blossom.png	unicode/1f33c.png?v8	U+1F33C	 	 	github	 	 
blowfish	custom	blowfish.png	unicode/1f421.png?v8	U+1F421	 	 	github	 	 
blue_book	custom	blue_book.png	unicode/1f4d8.png?v8	U+1F4D8	 	 	github	 	 
blue_car	custom	blue_car.png	unicode/1f699.png?v8	U+1F699	 	 	github	 	 
blue_heart	custom	blue_heart.png	unicode/1f499.png?v8	U+1F499	 	 	github	 	 
blue_square	custom	 	unicode/1f7e6.png?v8	U+1F7E6	 	 	github	 	 
blueberries	custom	 	unicode/1fad0.png?v8	U+1FAD0	 	 	github	 	 
blush	custom	blush.png	unicode/1f60a.png?v8	U+1F60A	 	 	github	 	 
boar	custom	boar.png	unicode/1f417.png?v8	U+1F417	 	 	github	 	 
boat	custom	boat.png	unicode/26f5.png?v8	U+26F5	 	 	github	sailboat	 
bolivia	custom	 	unicode/1f1e7-1f1f4.png?v8	U+1F1E7 U+1F1F4	 	 	github	 	 
bomb	custom	bomb.png	unicode/1f4a3.png?v8	U+1F4A3	 	 	github	 	 
bone	custom	 	unicode/1f9b4.png?v8	U+1F9B4	 	 	github	 	 
book	custom	book.png	unicode/1f4d6.png?v8	U+1F4D6	 	 	github	open_book	 
bookmark	custom	bookmark.png	unicode/1f516.png?v8	U+1F516	 	 	github	 	 
bookmark_tabs	custom	bookmark_tabs.png	unicode/1f4d1.png?v8	U+1F4D1	 	 	github	 	 
books	custom	books.png	unicode/1f4da.png?v8	U+1F4DA	 	 	github	 	 
boom	custom	collision.png	unicode/1f4a5.png?v8	U+1F4A5	 	 	github	collision	 
boomerang	custom	 	unicode/1fa83.png?v8	U+1FA83	 	 	github	 	 
boot	custom	boot.png	unicode/1f462.png?v8	U+1F462	 	 	github	 	 
bosnia_herzegovina	custom	 	unicode/1f1e7-1f1e6.png?v8	U+1F1E7 U+1F1E6	 	 	github	 	 
botswana	custom	 	unicode/1f1e7-1f1fc.png?v8	U+1F1E7 U+1F1FC	 	 	github	 	 
bouncing_ball_man	custom	 	unicode/26f9-2642.png?v8	U+26F9 U+2642	 	 	github	basketball_man	 
bouncing_ball_person	custom	 	unicode/26f9.png?v8	U+26F9	 	 	github	 	 
bouncing_ball_woman	custom	 	unicode/26f9-2640.png?v8	U+26F9 U+2640	 	 	github	basketball_woman	 
bouquet	custom	bouquet.png	unicode/1f490.png?v8	U+1F490	 	 	github	 	 
bouvet_island	custom	 	unicode/1f1e7-1f1fb.png?v8	U+1F1E7 U+1F1FB	 	 	github	 	 
bow	custom	bow.png	unicode/1f647.png?v8	U+1F647	 	 	github	 	 
bow_and_arrow	custom	 	unicode/1f3f9.png?v8	U+1F3F9	 	 	github	 	 
bowing_man	custom	 	unicode/1f647-2642.png?v8	U+1F647 U+2642	 	 	github	 	 
bowing_woman	custom	 	unicode/1f647-2640.png?v8	U+1F647 U+2640	 	 	github	 	 
bowl_with_spoon	custom	 	unicode/1f963.png?v8	U+1F963	 	 	github	 	 
bowling	custom	bowling.png	unicode/1f3b3.png?v8	U+1F3B3	 	 	github	 	 
bowtie	custom	bowtie.png	bowtie.png?v8	 	 	 	github	 	 
boxing_glove	custom	 	unicode/1f94a.png?v8	U+1F94A	 	 	github	 	 
boy	custom	boy.png	unicode/1f466.png?v8	U+1F466	 	 	github	 	 
brain	custom	 	unicode/1f9e0.png?v8	U+1F9E0	 	 	github	 	 
brazil	custom	 	unicode/1f1e7-1f1f7.png?v8	U+1F1E7 U+1F1F7	 	 	github	 	 
bread	custom	bread.png	unicode/1f35e.png?v8	U+1F35E	 	 	github	 	 
breast_feeding	custom	 	unicode/1f931.png?v8	U+1F931	 	 	github	 	 
bricks	custom	 	unicode/1f9f1.png?v8	U+1F9F1	 	 	github	 	 
bride_with_veil	custom	bride_with_veil.png	unicode/1f470-2640.png?v8	U+1F470 U+2640	 	 	github	woman_with_veil	 
bridge_at_night	custom	bridge_at_night.png	unicode/1f309.png?v8	U+1F309	 	 	github	 	 
briefcase	custom	briefcase.png	unicode/1f4bc.png?v8	U+1F4BC	 	 	github	 	 
british_indian_ocean_territory	custom	 	unicode/1f1ee-1f1f4.png?v8	U+1F1EE U+1F1F4	 	 	github	 	 
british_virgin_islands	custom	 	unicode/1f1fb-1f1ec.png?v8	U+1F1FB U+1F1EC	 	 	github	 	 
broccoli	custom	 	unicode/1f966.png?v8	U+1F966	 	 	github	 	 
broken_heart	custom	broken_heart.png	unicode/1f494.png?v8	U+1F494	 	 	github	 	 
broom	custom	 	unicode/1f9f9.png?v8	U+1F9F9	 	 	github	 	 
brown_circle	custom	 	unicode/1f7e4.png?v8	U+1F7E4	 	 	github	 	 
brown_heart	custom	 	unicode/1f90e.png?v8	U+1F90E	 	 	github	 	 
brown_square	custom	 	unicode/1f7eb.png?v8	U+1F7EB	 	 	github	 	 
brunei	custom	 	unicode/1f1e7-1f1f3.png?v8	U+1F1E7 U+1F1F3	 	 	github	 	 
bubble_tea	custom	 	unicode/1f9cb.png?v8	U+1F9CB	 	 	github	 	 
bucket	custom	 	unicode/1faa3.png?v8	U+1FAA3	 	 	github	 	 
bug	custom	bug.png	unicode/1f41b.png?v8	U+1F41B	 	 	github	 	 
building_construction	custom	 	unicode/1f3d7.png?v8	U+1F3D7	 	 	github	 	 
bulb	custom	bulb.png	unicode/1f4a1.png?v8	U+1F4A1	 	 	github	 	 
bulgaria	custom	 	unicode/1f1e7-1f1ec.png?v8	U+1F1E7 U+1F1EC	 	 	github	 	 
bullettrain_front	custom	bullettrain_front.png	unicode/1f685.png?v8	U+1F685	 	 	github	 	 
bullettrain_side	custom	bullettrain_side.png	unicode/1f684.png?v8	U+1F684	 	 	github	 	 
burkina_faso	custom	 	unicode/1f1e7-1f1eb.png?v8	U+1F1E7 U+1F1EB	 	 	github	 	 
burrito	custom	 	unicode/1f32f.png?v8	U+1F32F	 	 	github	 	 
burundi	custom	 	unicode/1f1e7-1f1ee.png?v8	U+1F1E7 U+1F1EE	 	 	github	 	 
bus	custom	bus.png	unicode/1f68c.png?v8	U+1F68C	 	 	github	 	 
business_suit_levitating	custom	 	unicode/1f574.png?v8	U+1F574	 	 	github	 	 
busstop	custom	busstop.png	unicode/1f68f.png?v8	U+1F68F	 	 	github	 	 
bust_in_silhouette	custom	bust_in_silhouette.png	unicode/1f464.png?v8	U+1F464	 	 	github	 	 
busts_in_silhouette	custom	busts_in_silhouette.png	unicode/1f465.png?v8	U+1F465	 	 	github	 	 
butter	custom	 	unicode/1f9c8.png?v8	U+1F9C8	 	 	github	 	 
butterfly	custom	 	unicode/1f98b.png?v8	U+1F98B	 	 	github	 	 
cactus	custom	cactus.png	unicode/1f335.png?v8	U+1F335	 	 	github	 	 
cake	custom	cake.png	unicode/1f370.png?v8	U+1F370	 	 	github	 	 
calendar	custom	calendar.png	unicode/1f4c6.png?v8	U+1F4C6	 	 	github	 	 
call_me_hand	custom	 	unicode/1f919.png?v8	U+1F919	 	 	github	 	 
calling	custom	calling.png	unicode/1f4f2.png?v8	U+1F4F2	 	 	github	 	 
cambodia	custom	 	unicode/1f1f0-1f1ed.png?v8	U+1F1F0 U+1F1ED	 	 	github	 	 
camel	custom	camel.png	unicode/1f42b.png?v8	U+1F42B	 	 	github	 	 
camera	custom	camera.png	unicode/1f4f7.png?v8	U+1F4F7	 	 	github	 	 
camera_flash	custom	 	unicode/1f4f8.png?v8	U+1F4F8	 	 	github	 	 
cameroon	custom	 	unicode/1f1e8-1f1f2.png?v8	U+1F1E8 U+1F1F2	 	 	github	 	 
camping	custom	 	unicode/1f3d5.png?v8	U+1F3D5	 	 	github	 	 
canada	custom	 	unicode/1f1e8-1f1e6.png?v8	U+1F1E8 U+1F1E6	 	 	github	 	 
canary_islands	custom	 	unicode/1f1ee-1f1e8.png?v8	U+1F1EE U+1F1E8	 	 	github	 	 
cancer	custom	cancer.png	unicode/264b.png?v8	U+264B	 	 	github	 	 
candle	custom	 	unicode/1f56f.png?v8	U+1F56F	 	 	github	 	 
candy	custom	candy.png	unicode/1f36c.png?v8	U+1F36C	 	 	github	 	 
canned_food	custom	 	unicode/1f96b.png?v8	U+1F96B	 	 	github	 	 
canoe	custom	 	unicode/1f6f6.png?v8	U+1F6F6	 	 	github	 	 
cape_verde	custom	 	unicode/1f1e8-1f1fb.png?v8	U+1F1E8 U+1F1FB	 	 	github	 	 
capital_abcd	custom	capital_abcd.png	unicode/1f520.png?v8	U+1F520	 	 	github	 	 
capricorn	custom	capricorn.png	unicode/2651.png?v8	U+2651	 	 	github	 	 
car	custom	car.png	unicode/1f697.png?v8	U+1F697	 	 	github	red_car	 
card_file_box	custom	 	unicode/1f5c3.png?v8	U+1F5C3	 	 	github	 	 
card_index	custom	card_index.png	unicode/1f4c7.png?v8	U+1F4C7	 	 	github	 	 
card_index_dividers	custom	 	unicode/1f5c2.png?v8	U+1F5C2	 	 	github	 	 
caribbean_netherlands	custom	 	unicode/1f1e7-1f1f6.png?v8	U+1F1E7 U+1F1F6	 	 	github	 	 
carousel_horse	custom	carousel_horse.png	unicode/1f3a0.png?v8	U+1F3A0	 	 	github	 	 
carpentry_saw	custom	 	unicode/1fa9a.png?v8	U+1FA9A	 	 	github	 	 
carrot	custom	 	unicode/1f955.png?v8	U+1F955	 	 	github	 	 
cartwheeling	custom	 	unicode/1f938.png?v8	U+1F938	 	 	github	 	 
cat	custom	cat.png	unicode/1f431.png?v8	U+1F431	 	 	github	 	 
cat2	custom	cat2.png	unicode/1f408.png?v8	U+1F408	 	 	github	 	 
cayman_islands	custom	 	unicode/1f1f0-1f1fe.png?v8	U+1F1F0 U+1F1FE	 	 	github	 	 
cd	custom	cd.png	unicode/1f4bf.png?v8	U+1F4BF	 	 	github	 	 
central_african_republic	custom	 	unicode/1f1e8-1f1eb.png?v8	U+1F1E8 U+1F1EB	 	 	github	 	 
ceuta_melilla	custom	 	unicode/1f1ea-1f1e6.png?v8	U+1F1EA U+1F1E6	 	 	github	 	 
chad	custom	 	unicode/1f1f9-1f1e9.png?v8	U+1F1F9 U+1F1E9	 	 	github	 	 
chains	custom	 	unicode/26d3.png?v8	U+26D3	 	 	github	 	 
chair	custom	 	unicode/1fa91.png?v8	U+1FA91	 	 	github	 	 
champagne	custom	 	unicode/1f37e.png?v8	U+1F37E	 	 	github	 	 
chart	custom	chart.png	unicode/1f4b9.png?v8	U+1F4B9	 	 	github	 	 
chart_with_downwards_trend	custom	chart_with_downwards_trend.png	unicode/1f4c9.png?v8	U+1F4C9	 	 	github	 	 
chart_with_upwards_trend	custom	chart_with_upwards_trend.png	unicode/1f4c8.png?v8	U+1F4C8	 	 	github	 	 
checkered_flag	custom	checkered_flag.png	unicode/1f3c1.png?v8	U+1F3C1	 	 	github	 	 
cheese	custom	 	unicode/1f9c0.png?v8	U+1F9C0	 	 	github	 	 
cherries	custom	cherries.png	unicode/1f352.png?v8	U+1F352	 	 	github	 	 
cherry_blossom	custom	cherry_blossom.png	unicode/1f338.png?v8	U+1F338	 	 	github	 	 
chess_pawn	custom	 	unicode/265f.png?v8	U+265F	 	 	github	 	 
chestnut	custom	chestnut.png	unicode/1f330.png?v8	U+1F330	 	 	github	 	 
chicken	custom	chicken.png	unicode/1f414.png?v8	U+1F414	 	 	github	 	 
child	custom	 	unicode/1f9d2.png?v8	U+1F9D2	 	 	github	 	 
children_crossing	custom	children_crossing.png	unicode/1f6b8.png?v8	U+1F6B8	 	 	github	 	 
